"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.WiFi","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsGoodForGroups"
"25487","enGdNBy61DeTBZC_ylEC3w","P.F. Chang's","827 Brandon Town Ctr","Brandon","FL","33511","27.93212"," -82.32667","3.0"," 142","1","'free'"," u'garage': False","False","True","True","True"
"25533","ByypEk6Cnz99TYLgaj5Adg","New England's Ale House Grille","3419 Alt Us 19","Palm Harbor","FL","34683","28.10116"," -82.77219","3.0"," 151","0","u'free'"," 'street': False","True","True","True","True"
"25534","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-21:0","","","","","","","","","","","",""
"25537","WXrT9cCCF7RXvzNh-ZgB5g","Jalapeno Mexican Grill","14913 Bruce B Downs Blvd","Tampa","FL","33613","28.08336"," -82.41191","4.0","  16","0","u'free'"," 'street': False","True","True","True","True"
"25540","AyepUuc9fIZsi2KDI0SJdw","JJ Smoothy","11256 W Hillsborough Ave","Tampa","FL","33635","28.01021"," -82.61040","4.0","  29","1","u'no'"," 'street': False","False","True","True","True"
"25541","1N9WC6FwF8MSc7BHbIP35A","Vegan International Co. Kitchen & Market","13751 N Nebraska Ave","Tampa","FL","33613","28.07221"," -82.45074","5.0"," 269","1","u'free'"," 'street': False","False","None","False","True"
"25545","VeN-0RlU_UqxXQR7cmz0QA","Brewers' Tasting Room","11270 4th St N, Ste 202","St Petersburg","FL","33716","27.87412"," -82.64009","4.5"," 139","1","'free'"," u'garage': False","True","True","True","False"
"25550","PpN7ZMEhfQaNm7qxVZ-nTg","Kickin Wingz","8702 State Rd 52","Hudson","FL","34667","28.33054"," -82.67097","3.0","  95","1","u'free'"," 'street': False","True","True","True","True"
"25553","a8vo2Ho-DOFeLmTxVFa9IA","Latin Bowl Restaurant-Largo","11500 Walsingham Rd","Largo","FL","33778","27.87993"," -82.79805","4.5"," 146","1","u'free'"," 'street': False","False","True","True","True"
"25561","j2YLhPQg-3TDUAy6mWoBtQ","Thai Hot","921 Lithia Pinecrest Rd","Brandon","FL","33511","27.92446"," -82.26967","4.5"," 313","0","u'free'"," 'street': False","False","False","False","True"
"25566","16:0-23:0","16:0-23:0","16:0-23:0","16:0-0:0","16:0-23:0","12:0-19:0","","","","","","","","","","",""
"25578","GxlUXBXe-yw6B5Fqf8kgig","PoFolks","2001 34th St N","Saint Petersburg","FL","33713","27.78987"," -82.67879","4.0"," 182","1","'no'"," 'street': False","False","False","False","True"
"25580","UMyRtM8TBLHrfDoA6us3zQ","Ghost Party Haunted Tours","1600 E 8th Ave","Tampa","FL","33605","27.96089"," -82.44189","3.0","  14","1","u'free'"," u'garage': True","False","False","False","True"
"25581","","","","","","","","","","","","","","","","",""
"25590","vT5uFGFv23q3B2OvlTGoVA","The Pint and Brew-Palm Harbor","3261 Tampa Rd","Palm Harbor","FL","34684","28.06833"," -82.72472","4.5"," 124","0","'free'"," 'street': False","True","True","True","False"
"25603","arcThpL0I-_3ka2uFPUGnA","Winners Sports Grill","12064 Anderson Rd","Tampa","FL","33625","28.06110"," -82.54225","3.5","  24","0","u'free'"," 'street': False","True","True","True","True"
"25604","EwEwG4vFa8TIeUGmNJSzKA","Marlow's Tavern","13134 N Dale Mabry Hwy","Tampa","FL","33618","28.06614"," -82.50688","4.0"," 323","1","u'free'"," 'street': None","True","None","True","True"
"25613","XSuO2E30ArnrjH9jquaK5Q","CALI - Tampa Palms","17004 Palm Pointe Dr","Tampa","FL","33647","28.11811"," -82.38192","4.0"," 585","1","'free'"," 'street': False","True","True","True","True"
"25616","A6t8ord9KpErsH7hTa794Q","SJ's International Food Market","1108 Overcash Dr","Dunedin","FL","34698","28.01989"," -82.75656","4.5","  71","0","u'free'"," 'street': False","False","True","True","True"
"25617","GXlIse3eQJSR_rM2qtCi4g","Koi Sushi and SteakHouse","7900 4th St N","St. Petersburg","FL","33702","27.84509"," -82.63908","3.5","  15","0","u'free'"," 'street': False","True","False","True","True"
"25619","s3ZR7G5l-YN5fqms8vRSRw","First Watch","2726 E Fowler Ave","Tampa","FL","33612","28.05566"," -82.42918","4.0"," 248","1","u'free'"," u'garage': False","False","True","True","True"
"25620","sRlGNjq3FsySi6A5wrVDsg","Shaded Keg Pub","348 Corey Ave","Saint Pete Beach","FL","33706","27.74212"," -82.74948","4.5","  46","0","u'free'"," u'garage': False","True","False","True","False"
"25647","A0WpO3Wvr-3XqkKco77DxA","Sandpiper Coffee Roaster Cafe","833 Douglas Ave","Dunedin","FL","34698","28.01262"," -82.78774","4.5"," 102","1","u'free'"," 'street': True","False","True","False","True"
"25651","ZV8eIF820nOhsI-Tk0qt-g","Sa Ri One Grill","7525 W Hillsborough Ave","Tampa","FL","33615","27.99826"," -82.56367","4.0"," 231","1","'no'"," 'street': None","False","None","True","True"
"25661","","","","","","","","","","","","","","","","",""
"25683","NdSJl2PIpAWrxVVl0rW7nw","Cheddar's Scratch Kitchen","2655 Roosevelt Blvd","Clearwater","FL","33760","27.91577"," -82.72749","3.5"," 186","1","'free'"," 'street': True","True","True","True","True"
"25690","SvA2IQ9SyI1Dh7dtwNNs3A","Currents Restaurant","200 E Tarpon Ave","Tarpon Springs","FL","34689","28.14605"," -82.75447","3.5"," 190","1","u'free'"," 'street': True","True","True","True","False"
"25702","o-SPK73nXHrbbMknFUNnAA","Bourbon Blues House","4670 Commercial Way","Spring Hill","FL","34606","28.49549"," -82.59346","2.0","   8","0","u'no'"," 'street': False","True","False","True","True"
"25709","rdXWSuo0CVx5gYZOJMZdDw","Brooklyn Pizza","10785 Park Blvd","Seminole","FL","33772","27.84111"," -82.78852","4.0"," 176","1","u'free'"," 'street': None","True","False","True","True"
"25719","","","","","","","","","","","","","","","","",""
"25733","-EHrU_DwtX2Jv4NbAMppTA","Yummy House China Bistro","2620 E Hillsborough Ave","Tampa","FL","33610","27.99653"," -82.42995","4.0"," 815","1","u'no'"," 'street': False","False","None","False","True"
"25734","DjpthTFpAY-9pOTXtwJjFQ","Sonic Drive-In","10251 Big Bend Rd","RIVERVIEW","FL","33578","27.79114"," -82.34008","2.0","  40","1","u'no'"," 'street': False","False","True","True","True"
"25738","r0g6naqWCKdKcTWuYibtNQ","Sushi Inc","270 1st Ave N","St. Petersburg","FL","33701","27.77183"," -82.63682","4.5"," 327","1","u'free'"," 'street': True","True","True","True","True"
"25746","QoezRbYQncpRqyrLH6Iqjg","La Segunda Central Bakery","2512 N 15th St","Tampa","FL","33605","27.96587"," -82.44320","4.5"," 339","1","u'free'"," 'street': True","False","True","False","True"
"25752","GTS97x6mFLjGXn3ITKaQuw","Drama Burger","2420 W Kennedy Blvd","Tampa","FL","33609","27.94452"," -82.48472","3.5"," 203","0","'free'"," 'street': False","True","True","True","True"
"25753","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","11:0-21:0","","","","","","","","","","","",""
"25787","140WNflw_n01GVGtB-PwJQ","Tarpon Turtle Grill & Marina","1513 Lake Tarpon Ave","Tarpon Springs","FL","34689","28.14617"," -82.72830","3.5"," 376","1","u'no'"," 'street': False","True","True","True","True"
"25789","B4L-bwwpsiScISM3_DieBA","Buona Ristorante","4705 Gulf Blvd","St Pete Beach","FL","33706","27.72225"," -82.73929","4.0"," 341","1","u'free'"," 'street': False","False","True","True","True"
"25795","pvu1FS0_h5vrjfPV_vrBAQ","The Burg Bar & Grill","1752 Central Ave","Saint Petersburg","FL","33712","27.77088"," -82.65741","4.0"," 388","1","u'free'"," 'street': True","True","True","True","False"
"25809","17:0-0:0","17:0-0:0","17:0-1:0","17:0-1:0","17:0-0:0","","","","","","","","","","","",""
"25812","x-8eEo5Vo4Eb27sI8oO2wg","Shogun Sushi","15213 N Dale Mabry Hwy","Tampa","FL","33624","28.08808"," -82.50260","4.0"," 129","1","'no'"," u'garage': False","True","False","True","True"
"25819","TpwFTewcYNiDVIRNatZNMg","Sloppy Pelican","677 75th Ave","St. Pete Beach","FL","33706","27.84480"," -82.63918","3.5","  79","0","u'no'"," 'street': True","True","True","True","True"
"25842","VseXkhLvFsdAQJMJLL2_Sw","Treasure Island Cigar Lounge","155 107th Ave","Treasure Island","FL","33706","27.76933"," -82.76751","4.0","  24","0","u'no'"," 'street': False","False","False","False","False"
"25843","12:0-23:0","12:0-23:0","12:0-23:0","12:0-1:0","12:0-1:0","12:0-22:0","","","","","","","","","","",""
"25869","","","","","","","","","","","","","","","","",""
"25877","WTyPl6Vu2ShfXUo_ZeeJZg","Mr Empanada","4836 N Armenia Ave","Tampa","FL","33603","27.99019"," -82.48455","3.5","  26","1","'no'"," 'street': False","False","False","True","True"
"25905","8YVkN4twMbkVxgFCdw5U-w","Dockside Grille","5015 US-19","New Port Richey","FL","34652","28.23183"," -82.73009","2.5","  34","0","'free'"," 'street': False","True","True","True","True"
"25947","vEJ9dWt5If-u8BmTHocuEQ","Cosmic Donuts","32130 US Hwy 19 N","Palm Harbor","FL","34684","28.06435"," -82.73952","4.0"," 222","1","'free'"," 'street': None","False","None","False","True"
"25950","","","","","","","","","","","","","","","","",""
"25952","17:0-23:0","16:0-23:0","16:0-23:0","16:0-0:0","14:0-0:0","14:0-22:0","","","","","","","","","","",""
"25991","TKLylplJAFK3aeV2IB5new","Dale 1891","11742 N Dale Mabry Hwy","Tampa","FL","33618","28.05520"," -82.50628","2.5","  59","0","u'free'"," 'street': False","True","True","True","False"
"26013","3Sxj2NQ-2Gr06qoax1R-Kw","Takara Sushi & Sake Lounge","14913 Bruce B Downs Blvd","Tampa","FL","33613","28.08276"," -82.41228","4.0"," 158","0","u'free'"," 'street': False","True","True","True","True"
"26026","CO05TYrf8g0WTOB_bmE3uQ","Mamas Kitchen","9312 N Florida Ave","Tampa","FL","33612","28.03457"," -82.45985","4.5"," 198","1","'no'"," 'street': False","False","None","True","True"
"26044","CvwsgYSbjVN3F4AGs04llw","Clearwater Family Restaurant","1844 N Highland Ave","Clearwater","FL","33755","27.98841"," -82.77573","4.5","  27","1","u'free'"," 'street': False","False","None","True","True"
"26047","7jRXF4N5NzxYuNN-HLCSEw","Genghis Grill","3805 Northdale Blvd","Tampa","FL","33624","28.09433"," -82.50380","3.5"," 233","0","u'free'"," 'street': False","True","False","True","True"
"26079","nLyyTrxpEOdmNl9P95zXGA","Anthony's Coal Fired Pizza","13020 N Dale Mabry Hwy","Tampa","FL","33618","28.06444"," -82.50594","4.0"," 248","1","'free'"," 'street': False","True","True","True","True"
"26084","zmV8W4jvCRvOvkH-34zkfA","Citrus Park Brewery - House of Beer","8552 Gunn Hwy","Odessa","FL","33556","28.08600"," -82.57927","4.5","  42","0","'free'"," 'street': False","True","True","True","False"
"26085","15:0-0:0","15:0-0:0","12:0-2:0","12:0-2:0","12:0-22:0","","","","","","","","","","","",""
"26107","0mLgF2T8wVDj7NFtoRtpQQ","The Wharf","2001 Pass-a-Grille Way","St. Pete Beach","FL","33706","27.69663"," -82.73528","3.5"," 306","1","u'no'"," 'street': False","True","True","True","True"
"26155","yecLfvB2rSvm0p_vkEkDsA","Tropical Smoothie Cafe","150 Fountain Pkwy N, Ste B","Saint Petersburg","FL","33716","27.89267"," -82.66066","3.0","  50","1","'no'"," 'street': None","True","True","True","True"
"26158","Dv1SSVUWj1qmvAaSuRiCdg","Hamburger Mary's","28910 US Hwy 19N","Clearwater","FL","33761","28.03505"," -82.73886","3.5"," 208","1","u'free'"," 'street': False","True","True","True","False"
"26188","15:0-1:0","15:0-1:0","15:0-1:0","15:0-1:0","15:0-1:0","15:0-1:0","","","","","","","","","","",""
"26200","zXjTB9vd6847MlDqXLkaqA","Bacco and Venere","8787 N 56th St","Temple Terrace","FL","33617","28.02885"," -82.39339","4.0","  51","0","u'free'"," 'street': False","True","True","False","True"
"26215","Un5bYy2VjhL137p0qGGYRQ","Hooters","10023 E Adamo Dr","Tampa","FL","33619","27.94350"," -82.33605","3.0"," 144","1","'free'"," 'street': False","True","True","True","True"
"26237","ClECgEMnf6_xlQzEk3IKCA","Terra Gaucha Brazilian Steakhouse - Tampa","1108 S Dale Mabry Hwy","Tampa","FL","33629","27.93269"," -82.50518","4.5"," 405","1","'free'"," 'street': True","True","True","True","True"
"26242","MTOIewayEtnQ6g5OFUup7Q","Cafe Don Jose","12350 N 56th St","Temple Terrace","FL","33617","28.05945"," -82.39390","3.5","  65","0","u'free'"," 'street': False","True","True","True","True"
"26244","11:0-1:0","11:0-1:0","11:0-1:0","11:0-3:0","11:0-3:0","11:0-0:0","","","","","","","","","","",""
"26249","bPGzgqDIbFAhSLo4GAT-Kw","Sea Hags Bar and Grill","9555 Blind Pass Rd","St. Pete Beach","FL","33706","27.75724"," -82.76023","4.0"," 370","1","u'free'"," 'street': False","True","True","True","True"
"26251","zOtbdSGCVYRLiaSCokZDbA","Umai Cafe","601 South Fort Harrison Ave","Clearwater","FL","33756","27.95943"," -82.79973","4.5"," 192","1","u'no'"," 'street': True","True","None","True","True"
"26257","4gszBjoouIzfi1ltSQZ2BQ","Tampa Bay Brewing Company","1600 E 8th Ave","Tampa","FL","33605","27.96154"," -82.44115","4.0","1086","1","u'free'"," 'street': True","True","True","True","True"
"26259","16:0-22:0","16:0-22:0","16:0-22:0","16:0-23:0","16:0-23:0","16:0-22:0","","","","","","","","","","",""
"26268","","","","","","","","","","","","","","","","",""
"26272","mY4i1N0Hm2fjIgU0Eyn11Q","Acropolis Greek Taverna","14947 Bruce B Downs Blvd","Tampa","FL","33613","28.08372"," -82.41196","3.5"," 332","1","u'free'"," 'street': False","True","True","True","True"
"26283","YhpUIN4ByTEMdFbWJvIB9A","Bavaro's Pizza Napoletana & Pastaria","514 N Franklin St","Tampa","FL","33602","27.94890"," -82.45882","4.0"," 495","1","u'free'"," 'street': True","True","True","False","True"
"26300","9iSoPNBV54dj6L0rxO4RWw","Harpoon Harry's Crab House","225 S Franklin St","Tampa","FL","33602","27.94261"," -82.45603","3.5"," 248","1","u'free'"," 'street': False","True","True","True","True"
"26320","2KePuSxPpElWqKZLLoCqMQ","Daddy's Grill","3682 Tampa Rd","Oldsmar","FL","34677","28.04432"," -82.68216","3.0"," 143","1","u'free'"," 'street': False","True","True","True","True"
"26323","0Lze6JSxLKXJ8sI4A2C9uQ","Gallery Eclectic Bistro","2223 N West Shore Blvd","Tampa","FL","33607","27.96405"," -82.52160","2.5","  97","0","u'no'"," 'street': False","True","True","True","True"
"26324","qhtvmfRicW2pFR6EosVJVA","Fray's Donut House","649 34th St N","St. Petersburg","FL","33713","27.77884"," -82.67913","4.0","  89","1","'free'"," 'street': False","False","None","False","True"
"26340","05UGAUzE88mcPxQ7WnCxQA","Sweet Sage Cafe & Boutique","16725 Gulf Blvd","North Redington Beach","FL","33708","27.81676"," -82.82137","4.5"," 581","1","u'free'"," 'street': True","False","True","False","True"
"26341","B_s6WPsZjg3zDXTdyFNRJQ","Watercolour Grillhouse","1201 Gulf Blvd","Clearwater Beach","FL","33767","27.95355"," -82.82834","4.0"," 126","1","'free'"," 'street': False","True","True","True","False"
"26358","_zFPLUe3vljr5__jr9ix8A","Edo Japanese Steakhouse","4500 66th St N","St Petersburg","FL","33709","27.81265"," -82.73002","3.5"," 106","1","u'free'"," 'street': False","True","False","True","True"
"26359","jGn6f8Y8A9mnNlVSc4lAJQ","Bayshore Mediterranean Grill","6102 S MacDill Ave","Tampa","FL","33611","27.87985"," -82.49361","4.5"," 314","1","u'free'"," 'street': False","False","True","True","True"
"26363","MtTLqwmP4AHDWuodaSaO1g","Bonnie's Breakfast and Lunch","1714 County Rd 1, Ste 15","Dunedin","FL","34698","28.02894"," -82.76320","4.5","  91","0","u'no'"," 'street': False","False","True","True","True"
"26380","ReVpjIDupK_VMPn7ZxPvOQ","Roux","4205 S MacDill Ave","Tampa","FL","33611","27.90355"," -82.49417","4.0"," 984","0","u'free'"," 'street': True","True","False","True","False"
"26388","gns-g7jjjG9LfKggL8JEQA","Sonny's BBQ","2250 Seminole Blvd","Largo","FL","33778","27.89654"," -82.78756","3.5"," 100","1","u'no'"," 'street': False","True","False","True","True"
"26421","bdJXwEREaJTeZrDHIo276Q","Hard Rock Cafe","5223 Orient Rd","Tampa","FL","33610","27.99351"," -82.37102","3.5"," 108","1","'free'"," 'street': False","True","False","True","True"
"26430","tW0hvukcMx-ESDS7MlNgSg","Taps Burger Bar and Gastropub","2223 N Westshore Blvd, Ste B227","Tampa","FL","33607","27.96564"," -82.52120","3.0"," 136","0","u'free'"," 'street': False","True","True","True","False"
"26431","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-21:0","","","","","","","","","","","",""
"26437","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","","","","","","","","","","",""
"26444","MOdKvwwY1cHc82W_iZR54Q","Palm Thai","17022 Palm Pointe Dr","Tampa","FL","33647","28.11840"," -82.38167","4.5","  96","1","u'free'"," 'street': True","False","False","True","True"
"26464","17:30-3:0","17:30-3:0","17:30-3:0","17:30-3:0","17:30-3:0","17:30-3:0","","","","","","","","","","",""
"26465","1UHjA5mo1UI2TmImfdYXKw","Studio Movie Grill","7718 113th St N","Seminole","FL","33772","27.84190"," -82.79546","3.5"," 187","1","'free'"," 'street': None","False","True","True","True"
"26484","RBnQoIRF3V-FMJSn_BHy0A","P.F. Chang's","27001 US Highway 19 N, Ste 1150","Clearwater","FL","33761","28.01616"," -82.73456","3.0"," 237","1","u'no'"," 'street': False","False","True","True","True"
"26490","u2TS10wcSbPw8isxdjcAjw","Roosterfish Grill","776 Missouri Ave N","Largo","FL","33770","27.92207"," -82.78724","4.0"," 267","1","'free'"," 'street': False","True","True","True","True"
"26505","f4DCA9U-TigfarQSagXkLA","Greek City Cafe","3125 Commercial Way","Spring Hill","FL","34606","28.47645"," -82.61393","4.0"," 139","1","'free'"," 'street': False","False","True","True","True"
"26512","HGW3R1b2wQCq_QzBXNmcIA","Chili's","8510 W Hillsborough Ave","Tampa","FL","33615","27.99630"," -82.58024","2.5","  86","1","u'free'"," 'street': False","True","False","True","True"
"26518","SJM5bSgqdmAPSiuB4MWNIw","La V Vietnamese Fusion","441 Central Ave","St. Petersburg","FL","33701","27.77137"," -82.63932","4.0"," 522","1","'free'"," 'street': True","True","True","True","True"
"26527","1u2IlvwOMndfuRk9EVcieQ","First Watch","13186 North Dale Mabry","Tampa","FL","33618","28.06740"," -82.50643","4.0"," 221","1","u'free'"," 'street': False","False","True","True","True"
"26537","A2aZffMOZkEQwIUwSeMqnw","Crabby Bill's Seafood","7700 W Courtney Campbell CSW","Tampa","FL","33607","27.94651"," -82.46133","2.5","  38","0","u'free'"," 'street': False","True","True","True","True"
"26543","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","","","","","","","","","","",""
"26553","RjTT7tn9BPTfRmyJagMN6g","Lolis Mexican Cravings","10011 W Hillsborough Ave","Tampa","FL","33615","28.00362"," -82.59611","4.0"," 242","1","'no'"," 'street': False","False","False","True","True"
"26564","","","","","","","","","","","","","","","","",""
"26566","jyZQWgKCXtGLf2j81OzQLw","Hog Island Fish Camp","900 Broadway Ave","Dunedin","FL","34698","28.01373"," -82.78994","4.0"," 400","1","'free'"," 'street': True","True","True","True","True"
"26570","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-21:0","","","","","","","","","","","",""
"26589","9_p8vQZ-bnDeuse9OZbaGA","Largo Family Restaurant","788 Missouri Ave N","Largo","FL","33770","27.92329"," -82.78719","3.5","  56","1","'no'"," 'street': False","False","True","True","True"
