,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107877,gO3TIUbgD5fZiJuezx0kFA,The Manor Bar,1759 S Jameson Ln,Montecito,CA,93108,34.42077,-119.62918,4.5,7,1,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,u'free',None,NA,NA,FALSE,FALSE,TRUE,NA,u'full_bar',NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False},NA,NA,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American (New), Nightlife, Hotels, Event Planning & Services, Restaurants, Hotels & Travel, Bars",16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-0:0,16:0-0:0,16:0-23:0,,,,,,,,,,,,,,,,
107926,PPU4HJ_-WUAHSsL6uylhSA,Butterflies and Bikinis,"28 Anacapa St, Ste B",Santa Barbara,CA,93101,34.41423,-119.68854,2.5,18,0,NA,TRUE,NA,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fashion, Swimwear, Personal Shopping, Shopping, Women's Clothing",11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,12:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
107959,7uYocWT3HDthh16x4p2-ag,Crimson Day Spa,31 Parker Way,Santa Barbara,CA,93101,34.41444,-119.69438,5,41,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eyelash Service, Massage, Beauty & Spas, Day Spas, Skin Care",NA,11:0-16:0,10:30-18:0,10:30-18:0,10:0-18:0,10:0-18:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
108012,1OTOLT4OO92s5stRW8jP2Q,Knapp Nursery,909 Carlo Dr,Goleta,CA,93117,34.45212,-119.83918,4,18,1,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home & Garden, Nurseries & Gardening, Shopping",NA,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,12:0-16:0,,,,,,,,,,,,,,,,,,,,,,,,,
108017,-3kTgLg2lUr2PBaokvcnmQ,Santa Barbara Balayage by Kara Richard,2410 Lillie Ave,Summerland,CA,93067,34.42061,-119.59692,5,8,1,TRUE,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Makeup Artists, Spray Tanning, Tanning, Hair Salons, Hair Stylists, Beauty & Spas",NA,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
108070,kqGRQwEHlbW3GfX_ivUspQ,CEC Electrical Services,,Santa Barbara,CA,93121,34.42,-119.7,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electricians, Home Services, Solar Installation",7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108081,nqxEzfj-m1PveAcM2tvXZg,Paige Kaye - Santa Barbara Real Estate Broker,3868 State St,Santa Barbara,CA,93105,34.4408,-119.74944,5,8,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Estate, Real Estate Services, Real Estate Agents, Home Services",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108090,FfXdsn8g84-V8Sc7jrgU2A,Tree Surfers,530 Pintura Dr,Santa Barbara,CA,93111,34.44724,-119.79799,4.5,18,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree Services, Home Services",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108185,mzapu7i0ixWPWl9x9cZgSg,Richie's Barber Shop,"1187 Coast Village Rd, Ste 6",Santa Barbara,CA,93108,34.42098,-119.64508,4.5,70,1,FALSE,FALSE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hair Salons, Beauty & Spas, Barbers",9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,
108217,_j3bPrVniuj7zjLYtqndvg,Paradise Campground,5050 Paradise Rd,Santa Barbara,CA,93105,34.53995,-119.84898,3,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campgrounds, Hotels & Travel",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108220,IpA_AqlvRfWL9IH-WRSLcw,Los Prietos Campground,5050 Paradise Rd,Santa Barbara,CA,93105,34.53995,-119.84898,3,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campgrounds, Hotels & Travel",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108226,7cF2Ivv-YaFVkyyr3OOkcA,We The People,1524 State St,Santa Barbara,CA,93101,34.42692,-119.70893,2.5,10,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Professional Services, Local Services, Divorce & Family Law, Legal Services, Lawyers, Notaries",9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108299,APCQDEIdk5hY-uIR5Ds_WQ,La Soie Bridal,1017 State St,Santa Barbara,CA,93101,34.4217,-119.70265,4,17,0,TRUE,TRUE,NA,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shopping, Bridal",NA,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,10:0-18:0,12:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
108332,bRlpi6k7wTSHHEapcLz_KA,Chipotle Mexican Grill,"270 Storke Rd, Ste F",Goleta,CA,93117,34.42918,-119.86941,2,175,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,TRUE,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,FALSE,u'average',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Restaurants, Fast Food",0:0-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,,,,,,,,,,,,
108507,s9zxw2dcpZetR2CdZqgLtQ,Heath Montgomery DMD,"14 W Valerio St, Ste C",SANTA BARBARA,CA,93101,34.42774,-119.7115,4,20,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Dentistry, Dentists, Cosmetic Dentists, Health & Medical",8:0-17:0,8:0-17:0,8:0-17:0,8:0-16:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108549,O69PYYus0uI6YCOeLg8k2Q,"David G. Becker, D.D.S.",2411 Bath St,Santa Barbara,CA,93105,34.43166,-119.72388,4.5,6,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108555,Gz4cz7ySbUBVqqBea4O2Wg,J'aime Skin Spa,"1221 State St, Ste 11, The Beauty Bar",Santa Barbara,CA,93101,34.42378,-119.70527,5,48,1,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,u'free',None,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waxing, Hair Removal, Skin Care, Beauty & Spas, Sugaring",8:0-17:0,8:0-17:0,8:0-17:0,9:0-19:0,9:0-19:0,8:0-15:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108568,GvIW5KO1OmkEojgcF1MSCQ,Valerie Girard Santa Barbara Chiropractor,1725 State St B,Santa Barbara,CA,93101,34.42845,-119.71194,5,17,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Chiropractors, Nutritionists, Naturopathic/Holistic, Doctors, Sports Medicine",13:0-18:0,9:0-13:0,12:0-18:0,13:0-18:0,9:0-12:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108603,Ws4D-2X4YR0X2kgaPZVrNA,Oak Cottage Of Santa Barbara,1820 De La Vina St,Santa Barbara,CA,93101,34.42764,-119.7149,4,10,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retirement Homes, Health & Medical, Memory Care, Assisted Living Facilities, Hospice",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108623,JmpZs5_Su2PrM__p5yXQqg,Motherhood Maternity,121 S Hope Ave,Santa Barbara,CA,93105,34.43775,-119.74777,4.5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fashion, Maternity Wear, Shopping",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108639,KkXXT-Jnqc4gsQ4TR2YGQA,Simply Marvelous BBQ Catering,"1072 Casitas Pass Rd, Ste 235",Carpinteria,CA,93013,34.39563,-119.51151,5,23,1,NA,TRUE,NA,3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Event Planning & Services, Caterers, Shopping, Arts & Crafts, Barbeque, Cooking Classes",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108655,AvZrvROwt5gRCLUlza4eLw,Appfolio Property Manager,50 Castilian Dr,Goleta,CA,93117,34.43391,-119.86366,1.5,94,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Professional Services, Real Estate, Property Management, Software Development, Internet Service Providers",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108721,zmEFVIU5cakWga2cyskz2Q,Harbor View Inn,28 W Cabrillo Blvd,Santa Barbara,CA,93101,34.4119,-119.69061,3.5,304,1,FALSE,TRUE,NA,3,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hotels & Travel, Event Planning & Services, Hotels",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108833,lYe-pzL3yib-NmK8vgC4Bw,RussaYog,"1213 State St, Ste L",Santa Barbara,CA,93101,34.42344,-119.70527,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Flavor, Yoga, Fitness & Instruction, Active Life",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108869,dvQQSwBI1OlMsI0x-_yGZA,Santa Barbara Surgical Center,3045 De La Vina St,Santa Barbara,CA,93105,34.43969,-119.72964,4.5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Health & Medical, Medical Centers",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108903,xdEND5C5s4FqCqgf0p7EBg,Carl's Jr,5820 Calle Real,Goleta,CA,93117,34.44177,-119.82619,3,29,1,NA,TRUE,TRUE,1,NA,TRUE,TRUE,FALSE,'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'none',TRUE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True},NA,TRUE,TRUE,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Restaurants, Burgers",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,,,,,,,,,,,,,,,,,
108915,UvwMaTj3ExHbQA_Kj1uahg,Lani Nails Spa,143 N Fairview Ave,Goleta,CA,93117,34.44263,-119.83067,2.5,26,0,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beauty & Spas, Nail Salons",9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
108969,Jjbb5FFUQR0f0uhvo4LO3A,The Appliance Store,825 Jennings Ave,Santa Barbara,CA,93103,34.42395,-119.68274,1.5,30,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home & Garden, Appliances & Repair, Appliances, Shopping, Local Services",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108972,21iAKJxAt04nIemJwMLejg,Platinum Movers,"965 Miramonte Dr, Ste 3",Santa Barbara,CA,93109,34.40891,-119.71291,5,68,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Packing Services, Self Storage, Local Services, Movers",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108979,fI1p4unkhnMcvWrowSVDMw,Jack's Kitchens,3005 State St,Santa Barbara,CA,93105,34.44026,-119.72884,2,5,0,NA,TRUE,NA,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Shopping, Interior Design, Home & Garden, Kitchen & Bath",10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
108992,jgd4xLWZ2_YEBiQgdvwztw,The Buzz Hive,3761 State St,Santa Barbara,CA,93105,34.43935,-119.74551,4.5,12,0,NA,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,u'free',NA,NA,TRUE,FALSE,TRUE,FALSE,NA,u'beer_and_wine',FALSE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True},TRUE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,u'no',NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seafood, Nightlife, Bars, Food, Sports Bars, Restaurants",0:0-0:0,6:0-22:0,6:0-22:0,7:0-21:0,10:0-20:0,12:0-20:0,12:0-20:0,,,,,,,,,,,,,,,,
109039,_nSL2u-ZzX6kkAF2D2EZgQ,Roof Top Bistro & Bar,6878 Hollister Ave,Goleta,CA,93117,34.431,-119.86855,3.5,77,1,FALSE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,u'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,u'full_bar',FALSE,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True},TRUE,TRUE,NA,u'average',{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None},FALSE,u'no',{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False},FALSE,NA,{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True},FALSE,TRUE,NA,NA,NA,NA,NA,NA,"American (New), Restaurants, Bars, Nightlife, Burgers, Tapas/Small Plates",NA,16:0-21:0,16:0-21:0,16:0-21:0,17:0-21:0,16:0-21:0,NA
109059,S7Y89ospgc9yvLSr3H0RKA,Pipeline Transportation,1187 Coast Village Rd,Santa Barbara,CA,93108,34.42084,-119.64505,5,23,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Airport Shuttles, Limos, Wine Tours, Transportation, Hotels & Travel, Public Transportation, Tours",8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-23:0,8:0-23:0,8:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109099,6RBrYMiAf8jFJI4fDoQpcw,De La Guerra Dining Commons,1501 Residential Services,Santa Barbara,CA,93106,34.40963,-119.84503,3,6,1,NA,TRUE,TRUE,2,NA,FALSE,FALSE,FALSE,u'free',NA,NA,NA,TRUE,TRUE,FALSE,NA,u'none',FALSE,u'casual',{u'divey': False, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': False, u'upscale': False},NA,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cafeteria, Cafes, American (New), Restaurants, Sandwiches, Pizza, Mexican",21:0-0:30,21:0-0:30,21:0-0:30,21:0-0:30,17:0-20:0,17:0-20:0,17:0-20:0,,,,,,,,,,,,,,,,
109115,POSwCH5XrPTMRILJaNAjAQ,Champagne Room,7 W Haley St,Santa Barbara,CA,93101,34.41644,-119.69566,5,35,0,NA,TRUE,TRUE,2,FALSE,NA,NA,NA,'no',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,FALSE,FALSE,FALSE,TRUE,NA,'beer_and_wine',NA,NA,{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False},NA,TRUE,NA,u'average',NA,NA,u'no',{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False},FALSE,NA,{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True},NA,NA,NA,NA,NA,NA,NA,NA,"Champagne Bars, Bars, Nightlife",NA,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,15:0-22:0,,,,,
109139,sCJEbsv0KEsx_IifiFjGDQ,CHOMP on the Rocks,"113 Harbor Way, Ste 180",Santa Barbara,CA,93109,34.40399,-119.6938,3.5,28,1,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American (Traditional), Restaurants, Burgers",NA,NA,11:30-16:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109210,rSaW84imzLDZzJqKimfF_g,Gordon & Grant Hot Tubs and Spas,628 E Haley St,Santa Barbara,CA,93103,34.42382,-119.68781,4,11,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hot Tub & Pool, Local Services, Pool & Hot Tub Service, Shopping, Home Services, Home & Garden",8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,9:0-16:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
109218,AV3XPH1iv8PKSO6mrnYgLg,Pearl Social Santa Barbara,"131 Anacapa St, Ste B",Santa Barbara,CA,93101,34.41444,-119.69067,4.5,36,1,NA,TRUE,TRUE,2,FALSE,None,None,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True},TRUE,NA,None,FALSE,FALSE,TRUE,u'full_bar',NA,u'casual',{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False},TRUE,TRUE,NA,u'average',{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': False, 'brunch': None, 'breakfast': None},NA,u'no',{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False},NA,NA,{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False},FALSE,TRUE,NA,NA,NA,NA,NA,NA,"Bars, Cocktail Bars, American (Traditional), Restaurants, Nightlife",17:0-22:0,17:0-19:0,NA,17:0-20:0,17:0-0:0,17:30-0:0,17:0-22:0
